process_id,gen_num,gen_index,individual,fitness,run,robot,
0,7,28,289,0.353448312,1,babya,1.17816104
0,7,29,290,0.419681585,1,babya,1.398938618
0,8,0,301,2.306149759,1,babya,7.687165865
0,8,1,302,2.402145341,1,babya,8.007151136
0,8,2,303,2.414640052,1,babya,8.048800173
0,8,3,304,2.555104646,1,babya,8.517015485
0,8,4,305,2.757011411,1,babya,9.190038035
0,8,5,306,2.773855902,1,babya,9.246186341
0,8,6,307,2.846778375,1,babya,9.48926125
0,8,7,308,2.846778375,1,babya,9.48926125
0,8,8,309,3.155395769,1,babya,10.5179859
0,8,9,310,3.424486359,1,babya,11.41495453
0,8,10,311,3.040428361,1,babya,10.1347612
0,8,11,312,2.539019222,1,babya,8.463397405
0,8,12,313,1.664538025,1,babya,5.548460083
0,8,13,314,2.555104646,1,babya,8.517015485
0,8,14,315,1.550239027,1,babya,5.167463422
0,8,15,316,0.67033292,1,babya,2.234443067
0,8,16,317,0.983487261,1,babya,3.278290871
0,8,17,318,2.437698911,1,babya,8.125663037
0,8,18,319,3.303941673,1,babya,11.01313891
0,8,19,320,0.506132171,1,babya,1.687107236
0,8,20,321,0.240972191,1,babya,0.803240636
0,8,21,322,1.938726639,1,babya,6.462422132
0,8,22,323,0.099533144,1,babya,0.331777147
0,8,23,324,0.938780684,1,babya,3.129268945
0,8,24,325,0.59439497,1,babya,1.981316566
0,8,25,326,0.626500619,1,babya,2.088335397
0,8,26,327,4.425425344,1,babya,14.75141781
0,8,27,328,1.929530843,1,babya,6.431769477
0,8,28,329,2.95840626,1,babya,9.861354199
0,8,29,330,1.261947269,1,babya,4.206490898
0,9,0,341,2.846778375,1,babya,9.48926125
0,9,1,342,2.846778375,1,babya,9.48926125
0,9,2,343,2.884113817,1,babya,9.613712725
0,9,3,344,2.95840626,1,babya,9.861354199
0,9,4,345,3.040428361,1,babya,10.1347612
0,9,5,346,3.133551677,1,babya,10.44517226
0,9,6,347,3.155395769,1,babya,10.5179859
0,9,7,348,3.303941673,1,babya,11.01313891
0,9,8,349,3.424486359,1,babya,11.41495453
0,9,9,350,4.425425344,1,babya,14.75141781
0,9,10,351,1.562819675,1,babya,5.209398916
0,9,11,352,2.605743995,1,babya,8.685813317
0,9,12,353,2.265007271,1,babya,7.550024236
0,9,13,354,3.444109288,1,babya,11.48036429
0,9,14,355,3.040428361,1,babya,10.1347612
0,9,15,356,2.77371384,1,babya,9.2457128
0,9,16,357,4.296349831,1,babya,14.3211661
0,9,17,358,4.138074375,1,babya,13.79358125
0,9,18,359,0.229267377,1,babya,0.76422459
0,9,19,360,2.092945916,1,babya,6.976486388
0,9,20,361,3.477826421,1,babya,11.59275474
0,9,21,362,3.93320633,1,babya,13.11068777
0,9,22,363,0.614512093,1,babya,2.048373644
0,9,23,364,2.353473337,1,babya,7.844911124
0,9,24,365,2.5802026,1,babya,8.600675332
0,9,25,366,3.215199702,1,babya,10.71733234
0,9,26,367,3.313886235,1,babya,11.04628745
0,9,27,368,3.638201641,1,babya,12.1273388
0,9,28,369,2.202463718,1,babya,7.341545727
0,9,29,370,1.721468903,1,babya,5.738229678
0,10,0,381,3.444109288,1,babya,11.48036429
0,10,1,382,3.477826421,1,babya,11.59275474
0,10,2,383,3.562545312,1,babya,11.87515104
0,10,3,384,3.608803088,1,babya,12.02934363
0,10,4,385,3.638201641,1,babya,12.1273388
0,10,5,386,3.93320633,1,babya,13.11068777
0,10,6,387,4.138074375,1,babya,13.79358125
0,10,7,388,4.174048197,1,babya,13.91349399
0,10,8,389,4.296349831,1,babya,14.3211661
0,10,9,390,4.425425344,1,babya,14.75141781
0,10,10,391,2.891491741,1,babya,9.638305804
0,10,11,392,4.050478087,1,babya,13.50159362
0,10,12,393,2.173171108,1,babya,7.243903695
0,10,13,394,0.333791445,1,babya,1.11263815
0,10,14,395,1.958370541,1,babya,6.527901804
0,10,15,396,3.196950329,1,babya,10.6565011
0,10,16,397,2.663283674,1,babya,8.877612245
0,10,17,398,2.946018909,1,babya,9.820063031
0,10,18,399,2.730384235,1,babya,9.101280783
0,10,19,400,2.454514627,1,babya,8.181715423
0,10,20,401,2.328798824,1,babya,7.762662747
0,10,21,402,1.890585927,1,babya,6.301953088
0,10,22,403,1.921512763,1,babya,6.405042544
0,10,23,404,2.386372106,1,babya,7.954573687
0,10,24,405,2.491703858,1,babya,8.305679528
0,10,25,406,2.884812336,1,babya,9.616041119
0,10,26,407,2.014616063,1,babya,6.715386877
0,10,27,408,2.842164289,1,babya,9.473880965
0,10,28,409,2.457158095,1,babya,8.190526982
0,10,29,410,2.392803489,1,babya,7.976011629
0,11,0,421,3.638201641,1,babya,12.1273388
0,11,1,422,3.747357695,1,babya,12.49119232
0,11,2,423,3.93320633,1,babya,13.11068777
0,11,3,424,4.050478087,1,babya,13.50159362
0,11,4,425,4.138074375,1,babya,13.79358125
0,11,5,426,4.174048197,1,babya,13.91349399
0,11,6,427,4.296349831,1,babya,14.3211661
0,11,7,428,4.425425344,1,babya,14.75141781
0,11,8,429,4.658785894,1,babya,15.52928631
0,11,9,430,4.681829444,1,babya,15.60609815
0,11,10,431,4.335782321,1,babya,14.45260774
0,11,11,432,3.436845885,1,babya,11.45615295
0,11,12,433,4.230837656,1,babya,14.10279219
0,11,13,434,3.225445003,1,babya,10.75148334
0,11,14,435,1.229561454,1,babya,4.098538179
0,11,15,436,1.68119361,1,babya,5.603978699
0,11,16,437,3.396777055,1,babya,11.32259018
0,11,17,438,1.375982419,1,babya,4.586608064
0,11,18,439,3.805374339,1,babya,12.68458113
0,11,19,440,4.681829444,1,babya,15.60609815
0,11,20,441,2.88982345,1,babya,9.632744834
0,11,21,442,3.771403055,1,babya,12.57134352
0,11,22,443,0.419742168,1,babya,1.39914056
0,11,23,444,3.856358494,1,babya,12.85452831
0,11,24,445,2.722242974,1,babya,9.074143247
0,11,25,446,0.673838595,1,babya,2.246128651
0,11,26,447,0.71366366,1,babya,2.378878867
0,11,27,448,3.872830553,1,babya,12.90943518
0,11,28,449,2.993121649,1,babya,9.977072163
0,11,29,450,0.048374607,1,babya,0.16124869
0,12,0,461,4.138074375,1,babya,13.79358125
0,12,1,462,4.174048197,1,babya,13.91349399
0,12,2,463,4.230837656,1,babya,14.10279219
0,12,3,464,4.296349831,1,babya,14.3211661
0,12,4,465,4.335782321,1,babya,14.45260774
0,12,5,466,4.425425344,1,babya,14.75141781
0,12,6,467,4.481600988,1,babya,14.93866996
0,12,7,468,4.658785894,1,babya,15.52928631
0,12,8,469,4.681829444,1,babya,15.60609815
0,12,9,470,4.681829444,1,babya,15.60609815
0,12,10,471,0.648410178,1,babya,2.161367259
0,12,11,472,4.00053251,1,babya,13.33510837
0,12,12,473,0.65694642,1,babya,2.1898214
0,12,13,474,3.319648724,1,babya,11.06549575
0,12,14,475,0.534917494,1,babya,1.783058313
0,12,15,476,2.375370042,1,babya,7.91790014
0,12,16,477,3.994072391,1,babya,13.31357464
0,12,17,478,4.658785894,1,babya,15.52928631
0,12,18,479,2.552621965,1,babya,8.508739885
0,12,19,480,2.445352414,1,babya,8.151174713
0,12,20,481,3.456308527,1,babya,11.52102842
0,12,21,482,2.865689829,1,babya,9.552299431
0,12,22,483,2.600649022,1,babya,8.668830074
0,12,23,484,4.018466624,1,babya,13.39488875
0,12,24,485,2.217420169,1,babya,7.391400565
0,12,25,486,1.443760093,1,babya,4.812533645
0,12,26,487,1.841994184,1,babya,6.139980614
0,12,27,488,2.000861346,1,babya,6.66953782
0,12,28,489,1.292787091,1,babya,4.309290302
0,12,29,490,1.23031406,1,babya,4.101046866
0,13,0,501,4.230837656,1,babya,14.10279219
0,13,1,502,4.296349831,1,babya,14.3211661
0,13,2,503,4.335782321,1,babya,14.45260774
0,13,3,504,4.425425344,1,babya,14.75141781
0,13,4,505,4.429539581,1,babya,14.76513194
0,13,5,506,4.481600988,1,babya,14.93866996
0,13,6,507,4.658785894,1,babya,15.52928631
0,13,7,508,4.658785894,1,babya,15.52928631
0,13,8,509,4.681829444,1,babya,15.60609815
0,13,9,510,4.681829444,1,babya,15.60609815
0,13,10,511,2.642508226,1,babya,8.808360754
0,13,11,512,3.104223074,1,babya,10.34741025
0,13,12,513,2.088992707,1,babya,6.963309025
0,13,13,514,3.169437493,1,babya,10.56479164
0,13,14,515,0.522735716,1,babya,1.742452388
0,13,15,516,2.428268582,1,babya,8.094228608
0,13,16,517,3.696558179,1,babya,12.3218606
0,13,17,518,1.691279186,1,babya,5.637597287
0,13,18,519,2.170371885,1,babya,7.23457295
0,13,19,520,3.146029111,1,babya,10.4867637
0,13,20,521,1.107340697,1,babya,3.691135657
0,13,21,522,2.996875757,1,babya,9.989585858
0,13,22,523,1.963426431,1,babya,6.544754771
0,13,23,524,2.837474588,1,babya,9.458248628
0,13,24,525,2.651984349,1,babya,8.839947829
0,13,25,526,1.605207853,1,babya,5.350692845
0,13,26,527,3.889209914,1,babya,12.96403305
0,13,27,528,1.059448851,1,babya,3.53149617
0,13,28,529,4.203442308,1,babya,14.01147436
0,13,29,530,3.46477025,1,babya,11.54923417
0,14,0,541,4.305265969,1,babya,14.35088656
0,14,1,542,4.335782321,1,babya,14.45260774
0,14,2,543,4.425425344,1,babya,14.75141781
0,14,3,544,4.429539581,1,babya,14.76513194
0,14,4,545,4.481600988,1,babya,14.93866996
0,14,5,546,4.577779958,1,babya,15.25926653
0,14,6,547,4.658785894,1,babya,15.52928631
0,14,7,548,4.658785894,1,babya,15.52928631
0,14,8,549,4.681829444,1,babya,15.60609815
0,14,9,550,4.681829444,1,babya,15.60609815
0,14,10,551,3.948131419,1,babya,13.16043806
0,14,11,552,2.649988588,1,babya,8.833295293
0,14,12,553,2.350358323,1,babya,7.834527742
0,14,13,554,2.928700221,1,babya,9.762334069
0,14,14,555,4.481600988,1,babya,14.93866996
0,14,15,556,3.745990763,1,babya,12.48663588
0,14,16,557,1.267067757,1,babya,4.223559191
0,14,17,558,4.658785894,1,babya,15.52928631
0,14,18,559,3.237469544,1,babya,10.79156515
0,14,19,560,4.116827589,1,babya,13.72275863
0,14,20,561,4.513019564,1,babya,15.04339855
0,14,21,562,2.26635428,1,babya,7.554514266
0,14,22,563,4.679183399,1,babya,15.597278
0,14,23,564,1.350666186,1,babya,4.50222062
0,14,24,565,2.660902036,1,babya,8.869673453
0,14,25,566,2.978049278,1,babya,9.926830926
0,14,26,567,1.404495949,1,babya,4.681653165
0,14,27,568,1.841895723,1,babya,6.139652411
0,14,28,569,3.351890268,1,babya,11.17296756
0,14,29,570,2.999985893,1,babya,9.999952976
0,15,0,581,4.481600988,1,babya,14.93866996
0,15,1,582,4.481600988,1,babya,14.93866996
0,15,2,583,4.513019564,1,babya,15.04339855
0,15,3,584,4.577779958,1,babya,15.25926653
0,15,4,585,4.658785894,1,babya,15.52928631
0,15,5,586,4.658785894,1,babya,15.52928631
0,15,6,587,4.658785894,1,babya,15.52928631
0,15,7,588,4.679183399,1,babya,15.597278
0,15,8,589,4.681829444,1,babya,15.60609815
0,15,9,590,4.681829444,1,babya,15.60609815
0,15,10,591,2.622470024,1,babya,8.741566748
0,15,11,592,4.923708008,1,babya,16.41236003
0,15,12,593,2.541721334,1,babya,8.472404445
0,15,13,594,4.577779958,1,babya,15.25926653
0,15,14,595,2.015761421,1,babya,6.719204736
0,15,15,596,4.205342661,1,babya,14.01780887
0,15,16,597,1.031779177,1,babya,3.439263922
0,15,17,598,4.679183399,1,babya,15.597278
0,15,18,599,4.681829444,1,babya,15.60609815
0,15,19,600,4.935014199,1,babya,16.45004733
0,15,20,601,3.936652211,1,babya,13.12217404
0,15,21,602,4.363191178,1,babya,14.54397059
0,15,22,603,3.494783809,1,babya,11.64927936
0,15,23,604,4.577779958,1,babya,15.25926653
0,15,24,605,4.947962998,1,babya,16.49320999
0,15,25,606,2.304997571,1,babya,7.683325237
0,15,26,607,3.893101394,1,babya,12.97700465
0,15,27,608,3.172165977,1,babya,10.57388659
0,15,28,609,4.326537714,1,babya,14.42179238
0,15,29,610,4.162530189,1,babya,13.87510063
0,16,0,621,4.679183399,1,babya,15.597278
0,16,1,622,4.679183399,1,babya,15.597278
0,16,2,623,4.681829444,1,babya,15.60609815
0,16,3,624,4.681829444,1,babya,15.60609815
0,16,4,625,4.681829444,1,babya,15.60609815
0,16,5,626,4.746242372,1,babya,15.82080791
0,16,6,627,4.757316697,1,babya,15.85772232
0,16,7,628,4.923708008,1,babya,16.41236003
0,16,8,629,4.935014199,1,babya,16.45004733
0,16,9,630,4.947962998,1,babya,16.49320999
0,16,10,631,3.880886949,1,babya,12.93628983
0,16,11,632,4.058307945,1,babya,13.52769315
0,16,12,633,2.948330647,1,babya,9.827768824
0,16,13,634,3.129667636,1,babya,10.43222545
0,16,14,635,4.105746524,1,babya,13.68582175
0,16,15,636,3.580035397,1,babya,11.93345132
0,16,16,637,2.952039769,1,babya,9.840132563
0,16,17,638,3.857947251,1,babya,12.85982417
0,16,18,639,2.6033019,1,babya,8.677672999
0,16,19,640,4.947962998,1,babya,16.49320999
0,16,20,641,2.396953986,1,babya,7.989846621
0,16,21,642,2.640508739,1,babya,8.801695798
0,16,22,643,3.80361286,1,babya,12.67870953
0,16,23,644,3.688570561,1,babya,12.2952352
0,16,24,645,4.699371481,1,babya,15.6645716
0,16,25,646,4.466269483,1,babya,14.88756494
0,16,26,647,4.84919527,1,babya,16.16398423
0,16,27,648,3.286577505,1,babya,10.95525835
0,16,28,649,3.922651603,1,babya,13.07550534
0,16,29,650,3.239479942,1,babya,10.79826647
0,17,0,661,4.699371481,1,babya,15.6645716
0,17,1,662,4.734227876,1,babya,15.78075959
0,17,2,663,4.746242372,1,babya,15.82080791
0,17,3,664,4.757316697,1,babya,15.85772232
0,17,4,665,4.84919527,1,babya,16.16398423
0,17,5,666,4.851814651,1,babya,16.1727155
0,17,6,667,4.923708008,1,babya,16.41236003
0,17,7,668,4.935014199,1,babya,16.45004733
0,17,8,669,4.947962998,1,babya,16.49320999
0,17,9,670,4.947962998,1,babya,16.49320999
0,17,10,671,4.497366793,1,babya,14.99122264
0,17,11,672,4.413461946,1,babya,14.71153982
0,17,12,673,3.629395763,1,babya,12.09798588
0,17,13,674,3.80358388,1,babya,12.67861293
0,17,14,675,4.571339234,1,babya,15.23779745
0,17,15,676,1.675229561,1,babya,5.584098535
0,17,16,677,4.186752279,1,babya,13.95584093
0,17,17,678,3.593257365,1,babya,11.97752455
0,17,18,679,3.133976746,1,babya,10.44658915
0,17,19,680,4.947962998,1,babya,16.49320999
0,17,20,681,2.896577497,1,babya,9.655258325
0,17,21,682,3.164143294,1,babya,10.54714431
0,17,22,683,2.457901439,1,babya,8.193004798
0,17,23,684,4.482622257,1,babya,14.94207419
0,17,24,685,4.269458034,1,babya,14.23152678
0,17,25,686,3.745864691,1,babya,12.48621564
0,17,26,687,4.121054538,1,babya,13.73684846
0,17,27,688,4.463500892,1,babya,14.87833631
0,17,28,689,3.246225732,1,babya,10.82075244
0,17,29,690,4.947962998,1,babya,16.49320999
0,18,0,701,4.84919527,1,babya,16.16398423
0,18,1,702,4.851814651,1,babya,16.1727155
0,18,2,703,4.922738761,1,babya,16.4091292
0,18,3,704,4.923708008,1,babya,16.41236003
0,18,4,705,4.935014199,1,babya,16.45004733
0,18,5,706,4.947962998,1,babya,16.49320999
0,18,6,707,4.947962998,1,babya,16.49320999
0,18,7,708,4.947962998,1,babya,16.49320999
0,18,8,709,4.947962998,1,babya,16.49320999
0,18,9,710,4.947962998,1,babya,16.49320999
0,18,10,711,4.84919527,1,babya,16.16398423
0,18,11,712,4.851814651,1,babya,16.1727155
0,18,12,713,4.671149708,1,babya,15.57049903
0,18,13,714,3.857805089,1,babya,12.8593503
0,18,14,715,4.010821795,1,babya,13.36940598
0,18,15,716,4.605183836,1,babya,15.35061279
0,18,16,717,4.85077727,1,babya,16.16925757
0,18,17,718,4.947962998,1,babya,16.49320999
0,18,18,719,4.653041894,1,babya,15.51013965
0,18,19,720,3.906734587,1,babya,13.02244862
0,18,20,721,2.788445959,1,babya,9.294819863
0,18,21,722,4.921356021,1,babya,16.40452007
0,18,22,723,4.149003947,1,babya,13.83001316
0,18,23,724,4.144560375,1,babya,13.81520125
0,18,24,725,3.943621539,1,babya,13.14540513
0,18,25,726,4.123663285,1,babya,13.74554428
0,18,26,727,3.585009887,1,babya,11.95003296
0,18,27,728,4.947962998,1,babya,16.49320999
0,18,28,729,4.123614709,1,babya,13.74538236
0,18,29,730,3.883573532,1,babya,12.94524511
0,19,0,741,4.935014199,1,babya,16.45004733
0,19,1,742,4.947962998,1,babya,16.49320999
0,19,2,743,4.947962998,1,babya,16.49320999
0,19,3,744,4.947962998,1,babya,16.49320999
0,19,4,745,4.947962998,1,babya,16.49320999
0,19,5,746,4.947962998,1,babya,16.49320999
